timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1687624356715,9,04AddProductToCart,200,OK,Thread Group 1-4,text,true,,220,234,1,1,http://localhost:5000/liveuser/products/ASAPP%20Stickers/add,9,0,1
1687624356724,4,05GetCartInfo,200,OK,Thread Group 1-4,text,true,,282,138,1,1,http://localhost:5000/liveuser/products/cart,4,0,1
1687624356728,11,06RemoveProductFromCart,200,OK,Thread Group 1-4,text,true,,212,242,1,1,http://localhost:5000/liveuser/products/cart/ASAPP%20Stickers/remove,11,0,1
1687624356739,5,07GetEmptyCartInfo,200,OK,Thread Group 1-4,text,false,"The operation lasted too long: It took 5 milliseconds, but should not have lasted longer than 4 milliseconds.",168,138,1,1,http://localhost:5000/liveuser/products/cart,5,0,1
1687624356744,9,08Logout,200,OK,Thread Group 1-4,text,true,,184,215,1,1,http://localhost:5000/users/logout,9,0,1
1687624362463,3,00AsappShopping-UI,200,OK,Thread Group 1-5,text,true,,2059,116,1,1,http://localhost:3000/,3,0,0
1687624362468,12,01Login,200,OK,Thread Group 1-5,text,false,"The operation lasted too long: It took 12 milliseconds, but should not have lasted longer than 11 milliseconds.",183,240,1,1,http://localhost:5000/users/login,12,0,0
1687624362480,4,02GetProducts,200,OK,Thread Group 1-5,text,true,,791,132,1,1,http://localhost:5000/intuser/products,4,0,1
1687624362485,4,03GetSpecificProducts,200,OK,Thread Group 1-5,text,true,,375,155,1,1,http://localhost:5000/intuser/products/ASAPP%20Water%20Bottle,3,0,0
1687624362489,7,04AddProductToCart,200,OK,Thread Group 1-5,text,true,,224,239,1,1,http://localhost:5000/intuser/products/ASAPP%20Water%20Bottle/add,7,0,1
1687624362497,3,05GetCartInfo,200,OK,Thread Group 1-5,text,true,,285,137,1,1,http://localhost:5000/intuser/products/cart,3,0,0
1687624362500,10,06RemoveProductFromCart,200,OK,Thread Group 1-5,text,true,,216,247,1,1,http://localhost:5000/intuser/products/cart/ASAPP%20Water%20Bottle/remove,10,0,1
1687624362510,4,07GetEmptyCartInfo,200,OK,Thread Group 1-5,text,true,,168,137,1,1,http://localhost:5000/intuser/products/cart,4,0,1
1687624362514,7,08Logout,200,OK,Thread Group 1-5,text,true,,184,214,1,1,http://localhost:5000/users/logout,7,0,1
1687624362522,2,00AsappShopping-UI,200,OK,Thread Group 1-5,text,true,,2059,116,1,1,http://localhost:3000/,2,0,0
1687624362525,7,01Login,200,OK,Thread Group 1-5,text,true,,183,240,1,1,http://localhost:5000/users/login,7,0,0
1687624362532,4,02GetProducts,200,OK,Thread Group 1-5,text,true,,791,132,1,1,http://localhost:5000/intuser/products,4,0,1
1687624362537,3,03GetSpecificProducts,200,OK,Thread Group 1-5,text,true,,366,145,1,1,http://localhost:5000/intuser/products/ASAPP%20Pens,3,0,0
1687624362541,8,04AddProductToCart,200,OK,Thread Group 1-5,text,true,,216,229,1,1,http://localhost:5000/intuser/products/ASAPP%20Pens/add,8,0,1
1687624362549,3,05GetCartInfo,200,OK,Thread Group 1-5,text,true,,277,137,1,1,http://localhost:5000/intuser/products/cart,3,0,0
1687624362553,10,06RemoveProductFromCart,200,OK,Thread Group 1-5,text,true,,208,237,1,1,http://localhost:5000/intuser/products/cart/ASAPP%20Pens/remove,10,0,1
1687624362564,3,07GetEmptyCartInfo,200,OK,Thread Group 1-5,text,true,,168,137,1,1,http://localhost:5000/intuser/products/cart,3,0,0
1687624362567,7,08Logout,200,OK,Thread Group 1-5,text,true,,184,214,1,1,http://localhost:5000/users/logout,7,0,1
1687624362574,2,00AsappShopping-UI,200,OK,Thread Group 1-5,text,true,,2059,116,1,1,http://localhost:3000/,2,0,0
1687624362577,8,01Login,200,OK,Thread Group 1-5,text,true,,183,240,1,1,http://localhost:5000/users/login,8,0,1
1687624362585,4,02GetProducts,200,OK,Thread Group 1-5,text,true,,791,132,1,1,http://localhost:5000/intuser/products,4,0,1
1687624362589,3,03GetSpecificProducts,200,OK,Thread Group 1-5,text,true,,314,149,1,1,http://localhost:5000/intuser/products/ASAPP%20Stickers,3,0,1
1687624362593,7,04AddProductToCart,200,OK,Thread Group 1-5,text,true,,220,233,1,1,http://localhost:5000/intuser/products/ASAPP%20Stickers/add,7,0,0
1687624362600,4,05GetCartInfo,200,OK,Thread Group 1-5,text,true,,281,137,1,1,http://localhost:5000/intuser/products/cart,4,0,1
1687624362604,11,06RemoveProductFromCart,200,OK,Thread Group 1-5,text,true,,212,241,1,1,http://localhost:5000/intuser/products/cart/ASAPP%20Stickers/remove,11,0,1
1687624362615,4,07GetEmptyCartInfo,200,OK,Thread Group 1-5,text,true,,168,137,1,1,http://localhost:5000/intuser/products/cart,4,0,1
1687624362619,8,08Logout,200,OK,Thread Group 1-5,text,true,,184,214,1,1,http://localhost:5000/users/logout,8,0,1
1687624362627,2,00AsappShopping-UI,200,OK,Thread Group 1-5,text,true,,2059,116,1,1,http://localhost:3000/,2,0,0
1687624362630,8,01Login,200,OK,Thread Group 1-5,text,true,,183,240,1,1,http://localhost:5000/users/login,8,0,0
1687624362639,4,02GetProducts,200,OK,Thread Group 1-5,text,true,,791,132,1,1,http://localhost:5000/intuser/products,3,0,0
1687624362643,10,03GetSpecificProducts,200,OK,Thread Group 1-5,text,false,,375,155,1,1,http://localhost:5000/intuser/products/ASAPP%20Water%20Bottle,9,0,6
1687624362653,7,04AddProductToCart,200,OK,Thread Group 1-5,text,true,,224,239,1,1,http://localhost:5000/intuser/products/ASAPP%20Water%20Bottle/add,7,0,1
1687624362661,4,05GetCartInfo,200,OK,Thread Group 1-5,text,true,,285,137,1,1,http://localhost:5000/intuser/products/cart,4,0,0
1687624362665,11,06RemoveProductFromCart,200,OK,Thread Group 1-5,text,true,,216,247,1,1,http://localhost:5000/intuser/products/cart/ASAPP%20Water%20Bottle/remove,11,0,1
1687624362677,3,07GetEmptyCartInfo,200,OK,Thread Group 1-5,text,true,,168,137,1,1,http://localhost:5000/intuser/products/cart,3,0,0
1687624362681,7,08Logout,200,OK,Thread Group 1-5,text,true,,184,214,1,1,http://localhost:5000/users/logout,7,0,0
1687624362689,2,00AsappShopping-UI,200,OK,Thread Group 1-5,text,true,,2059,116,1,1,http://localhost:3000/,2,0,0
1687624362692,8,01Login,200,OK,Thread Group 1-5,text,true,,183,240,1,1,http://localhost:5000/users/login,8,0,1
1687624362701,3,02GetProducts,200,OK,Thread Group 1-5,text,true,,791,132,1,1,http://localhost:5000/intuser/products,3,0,0
1687624362705,4,03GetSpecificProducts,200,OK,Thread Group 1-5,text,true,,366,145,1,1,http://localhost:5000/intuser/products/ASAPP%20Pens,3,0,0
1687624362709,7,04AddProductToCart,200,OK,Thread Group 1-5,text,true,,216,229,1,1,http://localhost:5000/intuser/products/ASAPP%20Pens/add,7,0,1
1687624362717,4,05GetCartInfo,200,OK,Thread Group 1-5,text,true,,277,137,1,1,http://localhost:5000/intuser/products/cart,3,0,0
1687624362721,10,06RemoveProductFromCart,200,OK,Thread Group 1-5,text,true,,208,237,1,1,http://localhost:5000/intuser/products/cart/ASAPP%20Pens/remove,10,0,1
1687624362731,4,07GetEmptyCartInfo,200,OK,Thread Group 1-5,text,true,,168,137,1,1,http://localhost:5000/intuser/products/cart,4,0,1
1687624362735,8,08Logout,200,OK,Thread Group 1-5,text,true,,184,214,1,1,http://localhost:5000/users/logout,8,0,1
1687624368470,3,00AsappShopping-UI,200,OK,Thread Group 1-6,text,true,,2059,116,1,1,http://localhost:3000/,3,0,0
1687624368475,8,01Login,200,OK,Thread Group 1-6,text,true,,183,241,1,1,http://localhost:5000/users/login,8,0,0
1687624368484,4,02GetProducts,200,OK,Thread Group 1-6,text,true,,791,133,1,1,http://localhost:5000/liveuser/products,4,0,0
1687624368489,3,03GetSpecificProducts,200,OK,Thread Group 1-6,text,true,,314,150,1,1,http://localhost:5000/liveuser/products/ASAPP%20Stickers,3,0,0
1687624368493,8,04AddProductToCart,200,OK,Thread Group 1-6,text,true,,220,234,1,1,http://localhost:5000/liveuser/products/ASAPP%20Stickers/add,7,0,0
1687624368501,4,05GetCartInfo,200,OK,Thread Group 1-6,text,true,,282,138,1,1,http://localhost:5000/liveuser/products/cart,4,0,0
1687624368505,10,06RemoveProductFromCart,200,OK,Thread Group 1-6,text,true,,212,242,1,1,http://localhost:5000/liveuser/products/cart/ASAPP%20Stickers/remove,10,0,1
1687624368516,4,07GetEmptyCartInfo,200,OK,Thread Group 1-6,text,true,,168,138,1,1,http://localhost:5000/liveuser/products/cart,3,0,0
1687624368520,6,08Logout,200,OK,Thread Group 1-6,text,true,,184,215,1,1,http://localhost:5000/users/logout,6,0,0
1687624368526,2,00AsappShopping-UI,200,OK,Thread Group 1-6,text,true,,2059,116,1,1,http://localhost:3000/,2,0,0
1687624368529,7,01Login,200,OK,Thread Group 1-6,text,true,,183,241,1,1,http://localhost:5000/users/login,7,0,1
1687624368537,4,02GetProducts,200,OK,Thread Group 1-6,text,true,,791,133,1,1,http://localhost:5000/liveuser/products,3,0,0
1687624368541,4,03GetSpecificProducts,200,OK,Thread Group 1-6,text,true,,375,156,1,1,http://localhost:5000/liveuser/products/ASAPP%20Water%20Bottle,4,0,1
1687624368545,7,04AddProductToCart,200,OK,Thread Group 1-6,text,true,,224,240,1,1,http://localhost:5000/liveuser/products/ASAPP%20Water%20Bottle/add,7,0,1
1687624368552,4,05GetCartInfo,200,OK,Thread Group 1-6,text,true,,286,138,1,1,http://localhost:5000/liveuser/products/cart,4,0,1
1687624368556,10,06RemoveProductFromCart,200,OK,Thread Group 1-6,text,true,,216,248,1,1,http://localhost:5000/liveuser/products/cart/ASAPP%20Water%20Bottle/remove,10,0,1
1687624368567,3,07GetEmptyCartInfo,200,OK,Thread Group 1-6,text,true,,168,138,1,1,http://localhost:5000/liveuser/products/cart,3,0,0
1687624368570,8,08Logout,200,OK,Thread Group 1-6,text,true,,184,215,1,1,http://localhost:5000/users/logout,8,0,1
1687624368579,2,00AsappShopping-UI,200,OK,Thread Group 1-6,text,true,,2059,116,1,1,http://localhost:3000/,2,0,0
1687624368582,8,01Login,200,OK,Thread Group 1-6,text,true,,183,241,1,1,http://localhost:5000/users/login,8,0,1
1687624368590,4,02GetProducts,200,OK,Thread Group 1-6,text,true,,791,133,1,1,http://localhost:5000/liveuser/products,4,0,1
1687624368595,4,03GetSpecificProducts,200,OK,Thread Group 1-6,text,true,,366,146,1,1,http://localhost:5000/liveuser/products/ASAPP%20Pens,4,0,1
1687624368600,7,04AddProductToCart,200,OK,Thread Group 1-6,text,true,,216,230,1,1,http://localhost:5000/liveuser/products/ASAPP%20Pens/add,7,0,0
1687624368608,3,05GetCartInfo,200,OK,Thread Group 1-6,text,true,,278,138,1,1,http://localhost:5000/liveuser/products/cart,3,0,0
1687624368612,10,06RemoveProductFromCart,200,OK,Thread Group 1-6,text,true,,208,238,1,1,http://localhost:5000/liveuser/products/cart/ASAPP%20Pens/remove,10,0,0
1687624368622,4,07GetEmptyCartInfo,200,OK,Thread Group 1-6,text,true,,168,138,1,1,http://localhost:5000/liveuser/products/cart,4,0,1
1687624368626,8,08Logout,200,OK,Thread Group 1-6,text,true,,184,215,1,1,http://localhost:5000/users/logout,8,0,1
1687624368634,2,00AsappShopping-UI,200,OK,Thread Group 1-6,text,true,,2059,116,1,1,http://localhost:3000/,2,0,0
1687624368637,8,01Login,200,OK,Thread Group 1-6,text,true,,183,241,1,1,http://localhost:5000/users/login,8,0,0
1687624368647,3,02GetProducts,200,OK,Thread Group 1-6,text,true,,791,133,1,1,http://localhost:5000/liveuser/products,3,0,0
1687624368651,3,03GetSpecificProducts,200,OK,Thread Group 1-6,text,true,,314,150,1,1,http://localhost:5000/liveuser/products/ASAPP%20Stickers,3,0,0
1687624368655,9,04AddProductToCart,200,OK,Thread Group 1-6,text,true,,220,234,1,1,http://localhost:5000/liveuser/products/ASAPP%20Stickers/add,8,0,1
1687624368664,4,05GetCartInfo,200,OK,Thread Group 1-6,text,true,,282,138,1,1,http://localhost:5000/liveuser/products/cart,4,0,0
1687624368668,12,06RemoveProductFromCart,200,OK,Thread Group 1-6,text,true,,212,242,1,1,http://localhost:5000/liveuser/products/cart/ASAPP%20Stickers/remove,12,0,1
1687624368680,4,07GetEmptyCartInfo,200,OK,Thread Group 1-6,text,true,,168,138,1,1,http://localhost:5000/liveuser/products/cart,4,0,1
1687624368684,8,08Logout,200,OK,Thread Group 1-6,text,true,,184,215,1,1,http://localhost:5000/users/logout,8,0,1
1687624368692,3,00AsappShopping-UI,200,OK,Thread Group 1-6,text,true,,2059,116,1,1,http://localhost:3000/,3,0,0
1687624368696,9,01Login,200,OK,Thread Group 1-6,text,true,,183,241,1,1,http://localhost:5000/users/login,9,0,0
1687624368706,4,02GetProducts,200,OK,Thread Group 1-6,text,true,,791,133,1,1,http://localhost:5000/liveuser/products,4,0,0
1687624368710,4,03GetSpecificProducts,200,OK,Thread Group 1-6,text,true,,375,156,1,1,http://localhost:5000/liveuser/products/ASAPP%20Water%20Bottle,4,0,1
1687624368715,9,04AddProductToCart,200,OK,Thread Group 1-6,text,true,,224,240,1,1,http://localhost:5000/liveuser/products/ASAPP%20Water%20Bottle/add,9,0,1
1687624368724,5,05GetCartInfo,200,OK,Thread Group 1-6,text,false,,286,138,1,1,http://localhost:5000/liveuser/products/cart,5,0,2
1687624368729,12,06RemoveProductFromCart,200,OK,Thread Group 1-6,text,true,,216,248,1,1,http://localhost:5000/liveuser/products/cart/ASAPP%20Water%20Bottle/remove,12,0,1
1687624368741,5,07GetEmptyCartInfo,200,OK,Thread Group 1-6,text,false,"The operation lasted too long: It took 5 milliseconds, but should not have lasted longer than 4 milliseconds.",168,138,1,1,http://localhost:5000/liveuser/products/cart,4,0,1
1687624368746,7,08Logout,200,OK,Thread Group 1-6,text,true,,184,215,1,1,http://localhost:5000/users/logout,7,0,1
1687624374455,4,00AsappShopping-UI,200,OK,Thread Group 1-7,text,true,,2059,116,1,1,http://localhost:3000/,4,0,1
1687624374460,9,01Login,200,OK,Thread Group 1-7,text,true,,183,240,1,1,http://localhost:5000/users/login,9,0,1
1687624374469,4,02GetProducts,200,OK,Thread Group 1-7,text,true,,791,132,1,1,http://localhost:5000/intuser/products,4,0,1
1687624374473,4,03GetSpecificProducts,200,OK,Thread Group 1-7,text,true,,366,145,1,1,http://localhost:5000/intuser/products/ASAPP%20Pens,4,0,1
1687624374478,7,04AddProductToCart,200,OK,Thread Group 1-7,text,true,,216,229,1,1,http://localhost:5000/intuser/products/ASAPP%20Pens/add,7,0,0
1687624374486,3,05GetCartInfo,200,OK,Thread Group 1-7,text,true,,277,137,1,1,http://localhost:5000/intuser/products/cart,3,0,0
1687624374490,11,06RemoveProductFromCart,200,OK,Thread Group 1-7,text,true,,208,237,1,1,http://localhost:5000/intuser/products/cart/ASAPP%20Pens/remove,11,0,0
1687624374502,4,07GetEmptyCartInfo,200,OK,Thread Group 1-7,text,true,,168,137,1,1,http://localhost:5000/intuser/products/cart,4,0,1
1687624374507,8,08Logout,200,OK,Thread Group 1-7,text,true,,184,214,1,1,http://localhost:5000/users/logout,8,0,1
1687624374516,2,00AsappShopping-UI,200,OK,Thread Group 1-7,text,true,,2059,116,1,1,http://localhost:3000/,2,0,0
1687624374520,18,01Login,200,OK,Thread Group 1-7,text,false,"The operation lasted too long: It took 18 milliseconds, but should not have lasted longer than 11 milliseconds.",183,240,1,1,http://localhost:5000/users/login,18,0,9
1687624374539,6,02GetProducts,200,OK,Thread Group 1-7,text,false,,791,132,1,1,http://localhost:5000/intuser/products,5,0,1
1687624374545,4,03GetSpecificProducts,200,OK,Thread Group 1-7,text,true,,314,149,1,1,http://localhost:5000/intuser/products/ASAPP%20Stickers,4,0,1
1687624374549,7,04AddProductToCart,200,OK,Thread Group 1-7,text,true,,220,233,1,1,http://localhost:5000/intuser/products/ASAPP%20Stickers/add,7,0,1
1687624374557,5,05GetCartInfo,200,OK,Thread Group 1-7,text,false,,281,137,1,1,http://localhost:5000/intuser/products/cart,5,0,1
1687624374562,11,06RemoveProductFromCart,200,OK,Thread Group 1-7,text,true,,212,241,1,1,http://localhost:5000/intuser/products/cart/ASAPP%20Stickers/remove,11,0,1
1687624374574,5,07GetEmptyCartInfo,200,OK,Thread Group 1-7,text,false,"The operation lasted too long: It took 5 milliseconds, but should not have lasted longer than 4 milliseconds.",168,137,1,1,http://localhost:5000/intuser/products/cart,5,0,2
1687624374579,8,08Logout,200,OK,Thread Group 1-7,text,true,,184,214,1,1,http://localhost:5000/users/logout,8,0,1
1687624374588,2,00AsappShopping-UI,200,OK,Thread Group 1-7,text,true,,2059,116,1,1,http://localhost:3000/,2,0,0
1687624374592,7,01Login,200,OK,Thread Group 1-7,text,true,,183,240,1,1,http://localhost:5000/users/login,7,0,0
1687624374600,3,02GetProducts,200,OK,Thread Group 1-7,text,true,,791,132,1,1,http://localhost:5000/intuser/products,3,0,0
1687624374604,4,03GetSpecificProducts,200,OK,Thread Group 1-7,text,true,,375,155,1,1,http://localhost:5000/intuser/products/ASAPP%20Water%20Bottle,4,0,1
1687624374609,8,04AddProductToCart,200,OK,Thread Group 1-7,text,true,,224,239,1,1,http://localhost:5000/intuser/products/ASAPP%20Water%20Bottle/add,8,0,0
1687624374618,4,05GetCartInfo,200,OK,Thread Group 1-7,text,true,,285,137,1,1,http://localhost:5000/intuser/products/cart,4,0,0
1687624374622,13,06RemoveProductFromCart,200,OK,Thread Group 1-7,text,false,"The operation lasted too long: It took 13 milliseconds, but should not have lasted longer than 12 milliseconds.",216,247,1,1,http://localhost:5000/intuser/products/cart/ASAPP%20Water%20Bottle/remove,13,0,1
1687624374635,4,07GetEmptyCartInfo,200,OK,Thread Group 1-7,text,true,,168,137,1,1,http://localhost:5000/intuser/products/cart,4,0,1
1687624374640,8,08Logout,200,OK,Thread Group 1-7,text,true,,184,214,1,1,http://localhost:5000/users/logout,8,0,1
1687624374649,2,00AsappShopping-UI,200,OK,Thread Group 1-7,text,true,,2059,116,1,1,http://localhost:3000/,2,0,0
1687624374652,9,01Login,200,OK,Thread Group 1-7,text,true,,183,240,1,1,http://localhost:5000/users/login,9,0,1
1687624374661,4,02GetProducts,200,OK,Thread Group 1-7,text,true,,791,132,1,1,http://localhost:5000/intuser/products,4,0,1
1687624374665,4,03GetSpecificProducts,200,OK,Thread Group 1-7,text,true,,366,145,1,1,http://localhost:5000/intuser/products/ASAPP%20Pens,4,0,1
1687624374669,8,04AddProductToCart,200,OK,Thread Group 1-7,text,true,,216,229,1,1,http://localhost:5000/intuser/products/ASAPP%20Pens/add,8,0,1
1687624374677,4,05GetCartInfo,200,OK,Thread Group 1-7,text,true,,277,137,1,1,http://localhost:5000/intuser/products/cart,4,0,1
1687624374682,11,06RemoveProductFromCart,200,OK,Thread Group 1-7,text,true,,208,237,1,1,http://localhost:5000/intuser/products/cart/ASAPP%20Pens/remove,11,0,0
1687624374693,4,07GetEmptyCartInfo,200,OK,Thread Group 1-7,text,true,,168,137,1,1,http://localhost:5000/intuser/products/cart,4,0,1
1687624374697,7,08Logout,200,OK,Thread Group 1-7,text,true,,184,214,1,1,http://localhost:5000/users/logout,7,0,0
1687624374705,2,00AsappShopping-UI,200,OK,Thread Group 1-7,text,true,,2059,116,1,1,http://localhost:3000/,2,0,0
1687624374708,8,01Login,200,OK,Thread Group 1-7,text,true,,183,240,1,1,http://localhost:5000/users/login,7,0,1
1687624374716,3,02GetProducts,200,OK,Thread Group 1-7,text,true,,791,132,1,1,http://localhost:5000/intuser/products,3,0,0
1687624374720,3,03GetSpecificProducts,200,OK,Thread Group 1-7,text,true,,314,149,1,1,http://localhost:5000/intuser/products/ASAPP%20Stickers,3,0,0
1687624374724,8,04AddProductToCart,200,OK,Thread Group 1-7,text,true,,220,233,1,1,http://localhost:5000/intuser/products/ASAPP%20Stickers/add,7,0,0
1687624374732,4,05GetCartInfo,200,OK,Thread Group 1-7,text,true,,281,137,1,1,http://localhost:5000/intuser/products/cart,3,0,0
1687624374736,10,06RemoveProductFromCart,200,OK,Thread Group 1-7,text,true,,212,241,1,1,http://localhost:5000/intuser/products/cart/ASAPP%20Stickers/remove,10,0,1
1687624374746,3,07GetEmptyCartInfo,200,OK,Thread Group 1-7,text,true,,168,137,1,1,http://localhost:5000/intuser/products/cart,3,0,0
1687624374750,6,08Logout,200,OK,Thread Group 1-7,text,true,,184,214,1,1,http://localhost:5000/users/logout,6,0,0
1687624380452,4,00AsappShopping-UI,200,OK,Thread Group 1-8,text,true,,2059,116,1,1,http://localhost:3000/,4,0,1
1687624380460,12,01Login,200,OK,Thread Group 1-8,text,false,"The operation lasted too long: It took 12 milliseconds, but should not have lasted longer than 11 milliseconds.",183,241,1,1,http://localhost:5000/users/login,12,0,1
1687624380473,5,02GetProducts,200,OK,Thread Group 1-8,text,false,,791,133,1,1,http://localhost:5000/liveuser/products,5,0,1
1687624380478,4,03GetSpecificProducts,200,OK,Thread Group 1-8,text,true,,375,156,1,1,http://localhost:5000/liveuser/products/ASAPP%20Water%20Bottle,4,0,1
1687624380482,8,04AddProductToCart,200,OK,Thread Group 1-8,text,true,,224,240,1,1,http://localhost:5000/liveuser/products/ASAPP%20Water%20Bottle/add,8,0,1
1687624380490,4,05GetCartInfo,200,OK,Thread Group 1-8,text,true,,286,138,1,1,http://localhost:5000/liveuser/products/cart,4,0,1
1687624380494,12,06RemoveProductFromCart,200,OK,Thread Group 1-8,text,true,,216,248,1,1,http://localhost:5000/liveuser/products/cart/ASAPP%20Water%20Bottle/remove,12,0,1
1687624380506,4,07GetEmptyCartInfo,200,OK,Thread Group 1-8,text,true,,168,138,1,1,http://localhost:5000/liveuser/products/cart,4,0,1
1687624380510,8,08Logout,200,OK,Thread Group 1-8,text,true,,184,215,1,1,http://localhost:5000/users/logout,8,0,1
1687624380519,3,00AsappShopping-UI,200,OK,Thread Group 1-8,text,true,,2059,116,1,1,http://localhost:3000/,3,0,0
1687624380522,8,01Login,200,OK,Thread Group 1-8,text,true,,183,241,1,1,http://localhost:5000/users/login,8,0,1
1687624380530,4,02GetProducts,200,OK,Thread Group 1-8,text,true,,791,133,1,1,http://localhost:5000/liveuser/products,4,0,1
1687624380535,4,03GetSpecificProducts,200,OK,Thread Group 1-8,text,true,,366,146,1,1,http://localhost:5000/liveuser/products/ASAPP%20Pens,4,0,0
1687624380539,8,04AddProductToCart,200,OK,Thread Group 1-8,text,true,,216,230,1,1,http://localhost:5000/liveuser/products/ASAPP%20Pens/add,7,0,1
1687624380547,3,05GetCartInfo,200,OK,Thread Group 1-8,text,true,,278,138,1,1,http://localhost:5000/liveuser/products/cart,3,0,0
1687624380551,9,06RemoveProductFromCart,200,OK,Thread Group 1-8,text,true,,208,238,1,1,http://localhost:5000/liveuser/products/cart/ASAPP%20Pens/remove,9,0,0
1687624380560,4,07GetEmptyCartInfo,200,OK,Thread Group 1-8,text,true,,168,138,1,1,http://localhost:5000/liveuser/products/cart,3,0,0
1687624380564,7,08Logout,200,OK,Thread Group 1-8,text,true,,184,215,1,1,http://localhost:5000/users/logout,7,0,1
1687624380571,2,00AsappShopping-UI,200,OK,Thread Group 1-8,text,true,,2059,116,1,1,http://localhost:3000/,2,0,0
1687624380574,6,01Login,200,OK,Thread Group 1-8,text,true,,183,241,1,1,http://localhost:5000/users/login,6,0,0
1687624380581,3,02GetProducts,200,OK,Thread Group 1-8,text,true,,791,133,1,1,http://localhost:5000/liveuser/products,3,0,0
1687624380585,5,03GetSpecificProducts,200,OK,Thread Group 1-8,text,false,,314,150,1,1,http://localhost:5000/liveuser/products/ASAPP%20Stickers,4,0,0
1687624380590,7,04AddProductToCart,200,OK,Thread Group 1-8,text,true,,220,234,1,1,http://localhost:5000/liveuser/products/ASAPP%20Stickers/add,7,0,1
1687624380597,4,05GetCartInfo,200,OK,Thread Group 1-8,text,true,,282,138,1,1,http://localhost:5000/liveuser/products/cart,4,0,1
1687624380601,11,06RemoveProductFromCart,200,OK,Thread Group 1-8,text,true,,212,242,1,1,http://localhost:5000/liveuser/products/cart/ASAPP%20Stickers/remove,11,0,1
1687624380613,3,07GetEmptyCartInfo,200,OK,Thread Group 1-8,text,true,,168,138,1,1,http://localhost:5000/liveuser/products/cart,3,0,0
1687624380616,8,08Logout,200,OK,Thread Group 1-8,text,true,,184,215,1,1,http://localhost:5000/users/logout,7,0,1
1687624380624,3,00AsappShopping-UI,200,OK,Thread Group 1-8,text,true,,2059,116,1,1,http://localhost:3000/,3,0,0
1687624380628,7,01Login,200,OK,Thread Group 1-8,text,true,,183,241,1,1,http://localhost:5000/users/login,7,0,0
1687624380635,4,02GetProducts,200,OK,Thread Group 1-8,text,true,,791,133,1,1,http://localhost:5000/liveuser/products,3,0,1
1687624380639,3,03GetSpecificProducts,200,OK,Thread Group 1-8,text,true,,375,156,1,1,http://localhost:5000/liveuser/products/ASAPP%20Water%20Bottle,3,0,0
1687624380643,7,04AddProductToCart,200,OK,Thread Group 1-8,text,true,,224,240,1,1,http://localhost:5000/liveuser/products/ASAPP%20Water%20Bottle/add,7,0,0
1687624380650,4,05GetCartInfo,200,OK,Thread Group 1-8,text,true,,286,138,1,1,http://localhost:5000/liveuser/products/cart,4,0,0
1687624380654,10,06RemoveProductFromCart,200,OK,Thread Group 1-8,text,true,,216,248,1,1,http://localhost:5000/liveuser/products/cart/ASAPP%20Water%20Bottle/remove,10,0,1
1687624380665,3,07GetEmptyCartInfo,200,OK,Thread Group 1-8,text,true,,168,138,1,1,http://localhost:5000/liveuser/products/cart,3,0,0
1687624380668,8,08Logout,200,OK,Thread Group 1-8,text,true,,184,215,1,1,http://localhost:5000/users/logout,8,0,1
1687624380677,1,00AsappShopping-UI,200,OK,Thread Group 1-8,text,true,,2059,116,1,1,http://localhost:3000/,1,0,0
1687624380679,8,01Login,200,OK,Thread Group 1-8,text,true,,183,241,1,1,http://localhost:5000/users/login,8,0,1
1687624380687,4,02GetProducts,200,OK,Thread Group 1-8,text,true,,791,133,1,1,http://localhost:5000/liveuser/products,4,0,1
1687624380691,4,03GetSpecificProducts,200,OK,Thread Group 1-8,text,true,,366,146,1,1,http://localhost:5000/liveuser/products/ASAPP%20Pens,4,0,1
1687624380695,8,04AddProductToCart,200,OK,Thread Group 1-8,text,true,,216,230,1,1,http://localhost:5000/liveuser/products/ASAPP%20Pens/add,8,0,1
1687624380704,3,05GetCartInfo,200,OK,Thread Group 1-8,text,true,,278,138,1,1,http://localhost:5000/liveuser/products/cart,3,0,0
1687624380707,9,06RemoveProductFromCart,200,OK,Thread Group 1-8,text,true,,208,238,1,1,http://localhost:5000/liveuser/products/cart/ASAPP%20Pens/remove,9,0,1
1687624380717,3,07GetEmptyCartInfo,200,OK,Thread Group 1-8,text,true,,168,138,1,1,http://localhost:5000/liveuser/products/cart,3,0,0
1687624380720,7,08Logout,200,OK,Thread Group 1-8,text,true,,184,215,1,1,http://localhost:5000/users/logout,7,0,1
1687624386450,4,00AsappShopping-UI,200,OK,Thread Group 1-9,text,true,,2059,116,1,1,http://localhost:3000/,4,0,1
1687624386455,12,01Login,200,OK,Thread Group 1-9,text,false,"The operation lasted too long: It took 12 milliseconds, but should not have lasted longer than 11 milliseconds.",183,240,1,1,http://localhost:5000/users/login,12,0,1
1687624386467,5,02GetProducts,200,OK,Thread Group 1-9,text,false,,791,132,1,1,http://localhost:5000/intuser/products,5,0,1
1687624386473,4,03GetSpecificProducts,200,OK,Thread Group 1-9,text,true,,314,149,1,1,http://localhost:5000/intuser/products/ASAPP%20Stickers,3,0,1
1687624386477,8,04AddProductToCart,200,OK,Thread Group 1-9,text,true,,220,233,1,1,http://localhost:5000/intuser/products/ASAPP%20Stickers/add,8,0,1
